1_clip	10_clip	11_clip	12_clip	13_clip	14_clip	15_clip	16_clip	17_clip	18_clip	19_clip	2_clip	20_clip	21_clip	22_clip	23_clip	24_clip	25_clip	26_clip	27_clip	28_clip	29_clip	3_clip	30_clip	31_clip	32_clip	33_clip	34_clip	35_clip	36_clip	37_clip	38_clip	39_clip	4_clip	40_clip	41_clip	42_clip	43_clip	44_clip	45_clip	46_clip	47_clip	48_clip	49_clip	5_clip	50_clip	51_clip	52_clip	53_clip	54_clip	55_clip	56_clip	57_clip	58_clip	59_clip	6_clip	60_clip	61_clip	62_clip	63_clip	64_clip	65_clip	66_clip	67_clip	68_clip	69_clip	7_clip	70_clip	71_clip	72_clip	73_clip	74_clip	75_clip	76_clip	77_clip	78_clip	79_clip	8_clip	80_clip	81_clip	82_clip	83_clip	84_clip	85_clip	86_clip	87_clip	88_clip	89_clip	9_clip	90_clip	91_clip	92_clip	93_clip	94_clip	95_clip	96_clip
sq556	2	101	0	0	0	11	0	0	0	0	0	0	46	0	0	195	65	32	0	0	2	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	455	120	0	0	6	17	408	5	0	0	0	0	67	0	0	0	0	0	0	0	0	0	2	132	9	0	16	22	28	3	1	0	0	0	47	0	16	0	0	1	0	0	0	0	0	24	1	0	0	0	0	6	19
sq557	0	0	25	0	40	0	0	1	22	0	0	0	33	24	65	17	0	1	63	33	0	0	56	0	0	19	28	0	0	1	59	128	0	0	194	52	0	1	6	0	0	0	0	8	0	33	0	0	1	0	0	10	19	14	282	0	0	268	0	58	108	0	19	27	0	1	49	4	0	0	0	1	0	0	17	0	0	4	0	8	26	0	0	44	1	2	4	12	0	0	0	4	0	0	0	0
sq558	9	0	19	9	0	2	0	0	0	0	0	0	150	0	3	0	12	13	0	0	6	15	0	4	0	13	0	0	0	0	0	0	0	0	0	16	0	0	15	3	0	6	23	37	55	0	0	3	3	290	58	9	11	0	0	17	0	0	0	0	0	0	7	0	0	0	195	2	6	2	172	213	22	6	1	0	0	42	0	263	0	0	0	0	0	0	0	8	116	3	1	9	5	4	5	4
sq559	15	0	0	0	0	1	0	0	0	0	0	0	33	0	0	1	91	184	0	52	66	10	0	3	2	0	0	0	0	1	1	135	0	0	0	1	0	0	0	1	135	163	81	111	47	0	13	9	0	8	4	16	0	0	0	215	0	0	0	0	0	1	0	0	0	0	0	2	5	25	59	42	26	9	0	0	0	0	0	79	0	0	0	0	0	1	0	0	0	0	0	0	51	68	57	60
sq560	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	1	31	0	0	0	0	62	0	0	59	0	0	0	0	0	0	0	0	0	0	114	0	0	0	320	0	0	0	454	582	0	70	2	1	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	15	0	10	0	0	0	0	0	33	0	0	0	0	42	0	0	0	0	0	1	0
sq561	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	10	117	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	100	0	0	0	1049	2	3	44	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	4	0	0	0	33	38	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
sq562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0
sq563	0	0	0	0	0	0	53	0	0	0	0	0	89	40	19	28	0	0	0	0	0	0	48	0	0	0	0	0	17	0	0	531	9	0	96	0	2	0	4	0	1	0	0	8	0	37	27	0	0	16	0	0	0	0	0	0	0	0	0	0	0	612	56	0	2	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	150	0	1	0	0	0	0	4	0	0	0	2	0	0	0	0
sq564	0	2	36	1	1	82	72	0	1	106	0	0	1	5	8	116	12	1	0	0	1	0	0	0	0	63	76	0	1	0	1	256	0	0	1	0	0	0	2	0	0	0	0	23	1	49	1	8	6	101	46	12	46	77	0	1	163	125	121	4	0	0	0	0	1	3	4	15	7	12	0	4	0	6	0	0	1	7	0	0	0	0	1	1	157	0	0	1	8	1	1	0	0	0	3	1
sq565	0	0	0	0	0	0	79	1	0	0	436	0	30	47	0	3	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	152	1	2	286	6	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	98	0	0	0	268	0	126	0	0	0	4	0	1	1	0	0	0	23	0	0	0	0	0	0	0	0	0	0	73	0	165	0	0	0	0	0	0	0	0	0	0	0
sq566	0	0	57	38	0	0	304	0	83	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	757	0	203	1	40	109	0	0	9	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	16	0	0	0	126	0	0	0	17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
sq567	5	0	31	0	0	0	0	0	0	0	0	1	0	5	92	0	0	17	0	0	36	12	0	2	3	0	0	0	0	0	0	0	0	1	0	0	67	278	203	4	46	27	29	170	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	5	31	31	1	16	0	0	9	9	23	3	8	0	0	0	2	0	6	0	0	0	0	0	3	0	311	0	123	54	4	40	44	5	7
sq568	101	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	4	1149	1	0	12	9	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	28	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	35	208	0	27	0	0
sq569	1	22	1	0	0	0	0	0	0	0	0	0	4	0	0	0	115	0	0	0	1	0	0	0	5	0	0	4	0	0	0	0	1	0	0	0	0	0	0	52	1	1	0	0	6	1	6	81	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	56	89	0	31	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1140	0	0	0	0	0	93	40
sq570	0	0	4	0	0	0	0	1	0	0	0	47	0	0	0	0	0	0	44	20	0	0	0	0	0	0	0	0	0	355	0	218	481	0	35	0	0	0	0	0	0	1	0	0	0	14	0	0	0	0	15	0	0	225	0	0	0	118	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	250	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
sq571	89	0	0	90	0	60	0	0	0	60	0	0	0	0	0	0	629	10	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	1	76	238	3	0	19	0	70	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	1	109	0	13	24	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	74	0	0	0	28	0	16	113
sq572	0	0	0	0	59	0	296	101	0	0	0	0	1	22	23	56	0	0	0	12	0	0	108	0	0	0	0	0	0	0	0	273	0	110	21	15	0	0	0	0	0	0	0	0	0	0	70	2	0	0	0	0	0	0	127	0	187	53	0	0	1	0	44	29	0	2	50	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	27	0	0	0	0	5	0	0	0	0	0	0	0	0
sq573	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	81	0	0	185	1	0	286	64	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	65	14	0	0	0	0	0	0	0	101	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	41	399	457	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	8	0	0	0	1	1	26
sq574	0	96	17	0	0	0	0	83	919	94	0	0	15	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	79	18	0	0	0	1	0	0	0	0	0	0	0	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	1	0	52	0	2	0	0	0	80	145	0	2	0	0	0	170	0	3	0	0	0	0	0
sq575	0	117	0	0	213	0	0	0	0	68	192	29	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	856	229	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	24	1	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
sq576	58	702	30	78	0	0	0	0	62	0	0	59	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	26	7	131	0	16	3	95	50	88	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	19	12	0	0	16	0	2
sq577	0	0	9	0	0	0	0	0	0	0	0	0	86	0	0	0	1	42	0	0	500	85	0	16	3	3	1	0	0	0	0	0	1	0	0	0	0	26	85	0	13	70	124	1	9	37	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	1	0	0	3	4	14	39	74	264	11	7	125	1	3	0	18	0	2	0	0	0	0	0	1	0	0	22	0	1	53	1	37
sq578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	13	0	0	0	0	0	0	0	0	0	0	0	0	0	633	0	665	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	14	0	0	188	0	0	0	179	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	76	0	0	0	7	0	0	0	0	2	0	0	0
sq579	25	3	0	19	0	0	0	0	54	0	14	45	6	4	2	68	218	4	0	0	18	8	8	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	109	7	2	4	5	12	79	0	0	8	0	25	0	6	21	0	0	3	0	0	0	0	0	0	0	12	9	11	50	129	45	52	0	8	9	0	1	0	0	12	0	0	0	0	11	0	0	0	0	0	413	0	6	5	88	11	117	16
sq580	0	310	133	0	177	0	1	194	46	0	0	171	0	0	0	8	0	0	121	67	0	0	0	0	0	0	0	0	0	132	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	60	0	3	0	0	0	19	0	0	0	26	290	0	0	0	0	0	0	0	0	2	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq581	10	0	0	1	0	39	0	0	0	0	0	20	27	1	0	0	6	30	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	1	66	0	11	22	0	274	101	0	0	0	856	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	21	6	0	0	2	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	27	0	1	6
sq582	0	0	67	0	0	0	0	0	0	0	0	0	15	0	51	0	3	132	0	0	449	4	0	35	3	0	0	1	0	0	0	0	0	0	0	1	5	24	203	0	42	3	51	11	0	0	0	0	0	28	0	0	1	0	0	0	0	0	0	0	0	0	0	18	20	0	0	15	0	19	45	52	84	19	11	0	0	21	0	107	0	0	0	0	0	0	0	13	0	12	30	2	125	33	7	30
sq583	29	30	0	40	0	35	0	0	0	0	64	0	48	15	19	24	91	120	0	0	22	5	1	0	0	0	0	1	0	0	1	0	0	53	26	0	2	0	1	251	6	4	2	16	8	0	0	2	0	121	0	30	99	0	0	129	0	0	0	0	0	0	0	0	10	6	33	0	0	27	12	22	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	175	17	0	2	44	2	22	111
sq584	0	0	0	0	185	18	33	0	0	0	0	1	0	0	0	0	0	0	64	73	0	1	0	0	0	16	0	0	0	0	478	0	95	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	59	49	3	0	398	83	0	0	0	0	130	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq585	47	0	0	47	0	88	0	0	0	0	0	0	0	0	134	0	462	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	493	0	0	48	0	58	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	13	8	13	24	0	10	0	0	0	0	0	12	0	6	0	0	0	0	0	0	0	1	3	0	0	0	0	0	6	0
sq586	5	0	43	0	0	0	0	0	0	0	39	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	37	994	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	25	13	0	0	0	0	0	0	0	0	207	1	0	0	12	0	0	0	110	0	0	0	24	0	0	0	0	0	0	0	0	250	6	0	8	0	0	0	0
sq587	0	0	0	0	0	47	0	0	0	0	0	192	71	4	0	0	0	0	0	1	0	0	0	0	0	5	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	105	0	0	307	0	9	0	0	0	22	122	88	87	0	0	0	0	0	0	0	17	0	0	1	2	42	0	0	0	41	0	33	0	4	72	0	0	0	0	0	0	0	289	0	0	0	0	0	0	1
sq588	12	2	3	4	4	34	0	0	17	1	0	1	127	0	6	1	0	59	2	0	17	12	0	43	26	44	0	3	0	0	0	0	1	0	4	1	0	12	2	0	6	11	1	71	0	0	0	3	147	9	42	11	0	1	0	157	0	0	0	0	0	4	0	0	0	2	0	0	0	3	83	76	128	19	22	0	52	14	1	80	0	7	0	0	0	6	70	2	233	9	10	0	35	11	12	3
sq589	0	0	0	5	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1362	0	0	0	0	0	0	0	0	0	1	176	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
sq590	2	13	18	36	0	1	0	170	0	0	61	96	0	1	0	53	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	79	0	15	31	0	0	0	0	0	0	0	0	0	250	16	0	3	2	0	14	0	0	2	12	42	0	114	0	0	0	0	0	1	0	1	0	6	0	0	2	0	0	0	0	0	4	0	0	222	0	11	106	1	34	287	0	0	0	0	0	0	0	0	0
sq591	0	89	0	0	0	0	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	40	0	0	0	0	1	0	0	0	458	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0
sq592	8	46	33	0	0	0	0	0	92	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	14	211	0	0	0	0	0	0	0	0	33	0	54	42	0	236	40	43	0	0	0	0	11	0	181	0	0	21	0	0	0	0	1	140	0	0	9	0	0	0	0	0	0	0	20	0	0	0	78	0	0	0	0	0	0	86	1	0	0	0	0	1	8
sq593	1	0	0	6	0	0	0	0	0	1	0	0	66	0	0	0	1	56	0	0	85	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	12	109	907	24	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	122	123	8	0	0	0	0	4	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	23	4	6
sq594	11	80	6	0	0	0	0	102	0	25	0	0	0	118	147	143	109	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	69	147	0	0	0	0	0	0	0	0	87	9	0	16	11	0	72	0	0	0	0	0	0	0	0	0	0	0	0	35	16	7	70	1	194	3	165	0	2	0	0	0	1	0	9	0	0	0	8	0	0	0	0	0	0	86	0	0	0	0	0	9	3
sq595	1	0	0	0	1	0	0	0	0	1	0	0	117	0	0	0	0	36	0	0	181	43	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	13	100	494	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	271	41	1	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	2	17	0	9
sq596	3	63	0	12	0	32	0	0	34	0	1	0	0	1	0	103	41	2	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	19	54	0	0	0	0	3	0	0	0	0	0	184	0	8	520	18	0	0	0	0	0	7	0	0	4	1	10	0	0	0	0	2	66	21	1	12	0	2	0	0	12	0	20	6	0	0	0	0	12	36	0	0	0	0	38	0	0	0	0	0	0	1
sq597	0	0	0	0	0	0	0	0	0	0	29	1	0	0	0	0	0	0	89	0	0	1	0	0	0	0	0	0	0	0	0	231	0	0	28	0	0	0	0	0	0	0	0	49	0	39	31	3	0	898	19	16	0	0	0	0	0	29	0	3	180	0	0	0	0	0	48	5	10	2	0	16	0	0	0	0	0	11	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1
sq598	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	65	0	0	0	0	0	3	22	1	127	0	0	3	0	92	0	0	0	0	0	0	0	0	1	0	0	0	54	0	0	0	228	148	204	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0	341	0	216	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
sq599	0	0	0	0	0	0	53	0	0	1	39	0	11	0	0	0	0	0	45	0	0	0	5	0	0	0	0	80	390	1	160	19	0	0	116	0	0	0	0	0	0	0	0	0	0	55	13	0	0	0	0	0	22	0	0	0	197	123	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	143	39	0	33	1	0	0	0	0	0	0	0	0	0	0	2
sq600	0	0	696	0	0	1	0	0	1	0	0	0	16	0	0	22	2	0	0	0	0	0	0	1	0	0	244	0	0	0	0	0	0	579	0	0	0	0	1	0	0	0	0	6	0	5	13	0	0	0	0	0	0	0	0	8	0	0	0	0	28	0	0	0	0	2	9	0	9	0	0	25	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	1	19	3	0	0	26	21
sq601	0	0	0	0	32	0	0	0	0	0	0	0	0	8	0	1603	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0
sq602	0	0	2	0	174	0	18	0	0	0	0	0	2	0	48	0	1	0	0	0	0	0	0	0	0	0	0	221	60	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	5	0	9	11	192	135	0	0	0	0	241	0	0	67	228	0	0	0	0	0	0	5	74	1	0	0	0	0	0	0	12	0	0	1	1	0	0	102	0	12	25	0	0	0	0	0	0	8	0	0	0	0
sq603	0	0	0	0	0	6	0	0	0	0	75	0	0	4	19	31	0	0	145	22	0	0	19	0	0	0	0	0	0	169	5	171	212	0	166	0	0	0	7	0	0	0	0	5	0	187	0	1	0	1	37	0	0	151	0	0	11	31	137	0	1	0	0	0	4	11	0	1	0	1	0	0	0	0	0	0	0	0	33	0	8	0	0	47	14	0	0	3	0	0	0	0	0	0	0	0
sq604	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	11	0	0	0	38	0	0	19	0	0	0	0	0	168	0	0	862	0	0	65	0	0	0	0	0	0	0	0	0	0	18	19	0	0	0	0	2	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	85	0	357	0	0	0	2	0	1	0	0	0	0
sq605	0	0	40	0	0	0	0	0	0	0	0	0	16	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	0	0	53	0	0	0	0	0	0	0	0	33	1	88	0	2	0	337	66	0	0	1	0	0	0	0	0	167	0	265	0	0	0	0	28	0	0	1	0	29	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sq606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	597	783	289	23	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	18	0	0	1	0	0	0
sq607	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	40	0	0	579	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	0	51	35	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	45	0	17	162	0	0	0	0	0	0	0	0	0	0	0	0
sq608	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	502	583	232	0	0	0	31	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	1	0	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	1	0	0	0	0	0	0	0
sq609	3	0	1	0	0	0	0	0	0	0	0	0	104	0	0	0	6	11	0	0	21	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	12	50	277	11	0	0	0	0	1	0	0	0	0	0	0	0	62	0	147	0	0	0	0	0	0	0	0	0	0	0	14	129	79	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	13	0	15	14	98	10	403
sq610	0	0	0	0	0	0	0	0	0	0	14	0	6	0	0	0	0	0	0	7	0	0	18	0	0	0	0	0	394	0	72	0	1	0	65	21	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	18	0	105	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	251	20	210	47	137	0	1	0	8	0	0	0	0	0	0
sq611	23	0	0	8	0	35	0	0	99	0	0	0	55	1	19	12	57	6	0	30	0	0	0	0	0	0	0	0	0	0	0	2	0	19	10	0	0	2	0	0	1	0	4	46	0	14	0	12	848	3	19	0	3	0	0	44	43	0	1	0	1	0	0	1	0	11	29	0	18	2	0	25	0	0	0	0	0	41	0	19	0	0	0	0	0	0	0	0	56	4	0	9	40	2	9	10
sq612	0	0	0	30	0	9	0	0	0	0	0	10	0	0	0	0	0	0	0	96	0	2	0	0	0	0	0	0	0	0	0	43	0	0	1	1	0	0	0	8	1	0	0	0	0	0	0	0	0	0	253	0	0	0	0	138	0	0	0	25	443	109	0	0	0	0	18	1	0	0	5	5	0	7	0	0	119	6	0	36	99	0	0	0	0	0	109	0	0	15	94	0	0	0	9	0
sq613	2	0	0	9	0	16	0	0	0	0	0	0	69	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1141	0	0	0	0	15	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	14	83	50	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71
sq614	26	0	0	6	0	0	0	0	0	0	0	0	30	0	7	0	0	1	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1303	36	0	0	0	0	42	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	15	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0
sq615	60	0	0	15	0	0	0	0	0	0	0	0	0	1	37	591	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	5	0	202	3	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	23	0	15	11
sq616	5	404	0	14	0	78	0	11	4	0	0	80	55	6	120	369	2	65	0	0	9	13	0	4	5	0	5	0	0	0	0	0	0	0	29	0	0	0	0	0	4	4	15	13	0	0	0	1	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	5	0	69	0	0	1	30	45	5	8	8	0	0	14	51	15	0	34	0	33	0	0	0	0	0	0	0	0	0	2	0	8
sq617	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	38	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	211	0	0	70	0	7	0	1	0	0	0	0	0	0	72	15	0	0	0	0	0	0	321	0	0	149	121	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	296	89	0	0	0	0	0	1	0	0	0	0	0	0	0
sq618	11	0	0	0	0	0	0	0	0	0	0	0	0	28	308	597	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	67	1	0	0	0	0	0	0	0	0	0	0	0	0	53	1	0	0	0	1	0	0	37	0	0	0	1	0	1	42	0	0	13	0	28	86	53	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	24	2	13	15
sq619	0	6	30	0	0	1	24	106	1	0	0	0	13	9	57	15	0	0	0	0	0	0	18	2	0	0	1	0	0	0	0	479	0	0	58	0	0	0	1	0	0	0	0	0	0	46	30	1	0	0	17	0	0	0	0	0	16	0	120	5	66	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	53	50	0	221	216	0	0	0	0	0	0	0	0	0	0
sq620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	117	30	500	0	1	0	137	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	442	181	0	8	0	9	0	0	0	1
sq621	0	0	10	0	0	0	0	0	0	728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	924	0	0	0	1	0	0	0	0	0	0	0	0	0
sq622	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	5	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	1602	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
sq623	0	0	1	30	0	0	0	0	0	0	22	0	11	14	0	17	0	0	0	0	0	0	19	2	0	1	54	35	0	0	1	0	282	48	0	0	4	0	3	0	1	1	3	0	0	47	47	0	0	12	4	11	0	21	0	0	29	0	91	20	339	0	0	0	9	0	0	0	6	0	0	1	4	0	0	88	0	0	0	0	135	212	13	0	1	0	0	6	0	3	8	0	0	0	0	2
